COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
O991;Femenino;10;1;O991;Otras enfermedades de la sangre y organos hematopoyeticos y ciertos trastornos que afectan el sistema inmunitario cuando complican el embarazo, el parto y puerperio
O992;Femenino;3;1;O992;Enfermedades endocrinas, de la nutricion y del metabolismo que complican el embarazo, el parto y el puerperio
O993;Femenino;4;1;O993;Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio
O993;Femenino;6;1;O993;Trastornos mentales y enfermedades del sistema nervioso que complican el embarazo, el parto y el puerperio
O994;Femenino;1;1;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;2;2;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;3;3;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;5;2;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;6;1;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;7;4;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;8;2;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;9;1;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;11;1;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O994;Femenino;12;2;O994;Enfermedades del sistema circulatorio que complican el embarazo, el parto y el purperio
O995;Femenino;1;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;2;1;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;4;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;5;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;6;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;8;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;11;2;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O995;Femenino;12;1;O995;Enfermedades del sistema respiratorio que complican el embarazo, el parto y el puerperio
O996;Femenino;2;1;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;3;1;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;4;2;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;6;1;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;7;3;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;9;2;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;11;1;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O996;Femenino;12;1;O996;Enfermedades del sistema digestivo que complican el embarazo, el parto y el puerperio
O998;Femenino;1;1;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;3;1;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;4;1;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;5;3;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;6;1;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;7;3;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;8;3;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;9;3;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;11;3;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
O998;Femenino;12;2;O998;Otras enfermedades especificadas y afecciones que complican el embarazo, el parto y el puerperio
P000;Masculino;1;4;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;2;4;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;3;3;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;5;4;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;6;1;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;7;6;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;8;6;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;9;5;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;10;2;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;11;3;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Masculino;12;5;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;1;2;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;2;3;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;3;2;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;5;1;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;6;4;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;7;8;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;9;4;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;10;7;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;11;3;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P000;Femenino;12;3;P000;Feto y recien nacido afectados por trastornos hipertensivos de la madre
P001;Masculino;1;1;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P001;Masculino;3;1;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P001;Masculino;4;1;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P001;Masculino;12;1;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P001;Femenino;8;1;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P001;Femenino;9;2;P001;Feto y recien nacido afectados por enfermedades renales y de las vias urinarias de la madre
P002;Masculino;6;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Masculino;7;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Masculino;9;4;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Masculino;10;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Masculino;11;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Masculino;12;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;1;2;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;2;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;3;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;4;2;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;11;3;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P002;Femenino;12;1;P002;Feto y recien nacido afectados por enfermedades infecciosas y parasitarias de la madre
P003;Masculino;12;1;P003;Feto y recien nacido afectados por otras enfermedades circulatorias y respiratorias de la madre
P005;Masculino;1;1;P005;Feto y recien nacido afectados por traumatismo de la madre
P005;Masculino;5;1;P005;Feto y recien nacido afectados por traumatismo de la madre
P005;Masculino;7;1;P005;Feto y recien nacido afectados por traumatismo de la madre
P005;Femenino;3;1;P005;Feto y recien nacido afectados por traumatismo de la madre
P005;Femenino;7;1;P005;Feto y recien nacido afectados por traumatismo de la madre
P008;Masculino;6;2;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Masculino;8;1;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Masculino;9;2;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Masculino;10;3;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Femenino;3;2;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Femenino;4;1;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Femenino;6;2;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Femenino;7;1;P008;Feto y recien nacido afectados por otras afecciones maternas
P008;Femenino;10;1;P008;Feto y recien nacido afectados por otras afecciones maternas
P010;Masculino;2;1;P010;Feto y recien nacido afectados por incompetencia del cuello uterino
P010;Masculino;3;1;P010;Feto y recien nacido afectados por incompetencia del cuello uterino
P010;Masculino;7;1;P010;Feto y recien nacido afectados por incompetencia del cuello uterino
P010;Masculino;9;1;P010;Feto y recien nacido afectados por incompetencia del cuello uterino
P010;Femenino;6;1;P010;Feto y recien nacido afectados por incompetencia del cuello uterino
P011;Masculino;1;2;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;2;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;3;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;4;5;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;5;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;6;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;7;2;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;8;5;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;9;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;10;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;11;3;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Masculino;12;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;2;3;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;3;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;4;2;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;6;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;7;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;8;4;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;9;7;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;10;1;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;11;2;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P011;Femenino;12;3;P011;Feto y recien nacido afectados por ruptura prematura de las membranas
P012;Masculino;4;1;P012;Feto y recien nacido afectados por oligohidramnios
P012;Masculino;10;1;P012;Feto y recien nacido afectados por oligohidramnios
P012;Masculino;11;3;P012;Feto y recien nacido afectados por oligohidramnios
P012;Masculino;12;2;P012;Feto y recien nacido afectados por oligohidramnios
P012;Femenino;1;2;P012;Feto y recien nacido afectados por oligohidramnios
P012;Femenino;3;1;P012;Feto y recien nacido afectados por oligohidramnios
P012;Femenino;5;1;P012;Feto y recien nacido afectados por oligohidramnios
P012;Femenino;12;1;P012;Feto y recien nacido afectados por oligohidramnios
P013;Masculino;11;1;P013;Feto y recien nacido afectados por polihidramnios
P013;Masculino;12;1;P013;Feto y recien nacido afectados por polihidramnios
P013;Femenino;5;1;P013;Feto y recien nacido afectados por polihidramnios
P015;Masculino;1;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Masculino;3;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Masculino;7;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Masculino;8;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Masculino;11;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Femenino;6;1;P015;Feto y recien nacido afectados por embarazo multiple
P015;Femenino;11;2;P015;Feto y recien nacido afectados por embarazo multiple
P019;Masculino;5;1;P019;Feto y recien nacido afectados por complicaciones maternas no especificadas del embarazo
P020;Masculino;3;1;P020;Feto y recien nacido afectados por placenta previa
P020;Masculino;5;1;P020;Feto y recien nacido afectados por placenta previa
P020;Masculino;7;1;P020;Feto y recien nacido afectados por placenta previa
P020;Masculino;12;1;P020;Feto y recien nacido afectados por placenta previa
P020;Femenino;10;1;P020;Feto y recien nacido afectados por placenta previa
P021;Masculino;1;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;2;2;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;3;2;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;4;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;5;3;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;6;2;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;7;4;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;8;4;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;9;3;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;10;3;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Masculino;12;4;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;1;3;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;2;4;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;3;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;4;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;7;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;8;2;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;9;3;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;10;2;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;11;1;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P021;Femenino;12;4;P021;Feto y recien nacido afectados por otras formas de desprendimiento y de hemorragia placentarios
P022;Masculino;1;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;2;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;5;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;7;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;9;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;10;2;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Masculino;12;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Femenino;1;1;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P022;Femenino;10;2;P022;Feto y recien nacido afectados por otras anormalidades morfologicas y funcionales de la placenta y las no especificadas
P023;Masculino;2;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Masculino;4;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Femenino;1;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Femenino;3;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Femenino;4;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Femenino;9;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P023;Femenino;10;1;P023;Feto y recien nacido afectados por sindromes de transfusion placentaria
P024;Masculino;11;1;P024;Feto y recien nacido afectados por prolapso del cordon umbilical
P024;Masculino;12;1;P024;Feto y recien nacido afectados por prolapso del cordon umbilical
P024;Femenino;5;1;P024;Feto y recien nacido afectados por prolapso del cordon umbilical
P024;Femenino;7;1;P024;Feto y recien nacido afectados por prolapso del cordon umbilical
P024;Femenino;8;1;P024;Feto y recien nacido afectados por prolapso del cordon umbilical
P025;Masculino;4;1;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P025;Masculino;8;1;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P025;Masculino;11;1;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P025;Femenino;9;1;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P025;Femenino;11;2;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P025;Femenino;12;1;P025;Feto y recien nacido afectados por otra compresion del cordon umbilical
P027;Masculino;1;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;2;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;3;5;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;4;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;5;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;6;5;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;7;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;8;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;9;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;10;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;11;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Masculino;12;2;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;2;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;3;1;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;5;2;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;6;1;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;7;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;8;1;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;9;4;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;10;3;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;11;5;P027;Feto y recien nacido afectados por corioamnionitis
P027;Femenino;12;4;P027;Feto y recien nacido afectados por corioamnionitis
P028;Femenino;11;2;P028;Feto y recien nacido afectados por otras anormalidades de las membranas
P031;Masculino;1;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P031;Masculino;4;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P031;Masculino;11;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P031;Masculino;12;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P031;Femenino;1;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P031;Femenino;8;1;P031;Feto y recien nacido afectados por otra presentacion anomala, posicion anomala y desproporcion durante el trabajo de parto y el parto
P035;Femenino;12;1;P035;Feto y recien nacido afectados por parto precipitado
P036;Masculino;6;1;P036;Feto y recien nacido afectados por contracciones uterinas anormales
P038;Masculino;1;1;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;2;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;3;3;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;5;5;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;6;3;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;7;3;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;8;4;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;9;4;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;10;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;11;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Masculino;12;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;1;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;2;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;4;3;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;5;1;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;6;1;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;8;1;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;9;2;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;10;3;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P038;Femenino;11;1;P038;Feto y recien nacido afectados por otras complicaciones especificadas del trabajo de parto y del parto
P044;Femenino;4;2;P044;Feto y recien nacido afectados por drogadiccion materna
P044;Femenino;5;1;P044;Feto y recien nacido afectados por drogadiccion materna
P044;Femenino;8;1;P044;Feto y recien nacido afectados por drogadiccion materna
P070;Masculino;7;1;P070;Peso extremadamente bajo al nacer
P070;Masculino;11;1;P070;Peso extremadamente bajo al nacer
P070;Femenino;1;1;P070;Peso extremadamente bajo al nacer
P070;Femenino;2;1;P070;Peso extremadamente bajo al nacer
P070;Femenino;4;1;P070;Peso extremadamente bajo al nacer
P070;Femenino;10;1;P070;Peso extremadamente bajo al nacer
P070;Femenino;11;1;P070;Peso extremadamente bajo al nacer
P071;Masculino;7;1;P071;Otro peso bajo al nacer
P071;Masculino;9;1;P071;Otro peso bajo al nacer
P071;Masculino;11;1;P071;Otro peso bajo al nacer
P071;Masculino;12;1;P071;Otro peso bajo al nacer
P071;Femenino;1;1;P071;Otro peso bajo al nacer
P071;Femenino;11;1;P071;Otro peso bajo al nacer
P072;Masculino;1;7;P072;Inmaturidad extrema
P072;Masculino;2;5;P072;Inmaturidad extrema
P072;Masculino;3;8;P072;Inmaturidad extrema
P072;Masculino;4;6;P072;Inmaturidad extrema
P072;Masculino;5;8;P072;Inmaturidad extrema
P072;Masculino;6;7;P072;Inmaturidad extrema
P072;Masculino;7;11;P072;Inmaturidad extrema
P072;Masculino;8;8;P072;Inmaturidad extrema
P072;Masculino;9;12;P072;Inmaturidad extrema
P072;Masculino;10;5;P072;Inmaturidad extrema
P072;Masculino;11;4;P072;Inmaturidad extrema
P072;Masculino;12;12;P072;Inmaturidad extrema
P072;Femenino;1;3;P072;Inmaturidad extrema
P072;Femenino;2;8;P072;Inmaturidad extrema
P072;Femenino;3;4;P072;Inmaturidad extrema
P072;Femenino;4;3;P072;Inmaturidad extrema
P072;Femenino;5;8;P072;Inmaturidad extrema
P072;Femenino;6;5;P072;Inmaturidad extrema
P072;Femenino;7;3;P072;Inmaturidad extrema
P072;Femenino;8;5;P072;Inmaturidad extrema
P072;Femenino;9;3;P072;Inmaturidad extrema
P072;Femenino;10;8;P072;Inmaturidad extrema
P072;Femenino;11;3;P072;Inmaturidad extrema
P072;Femenino;12;5;P072;Inmaturidad extrema
P073;Masculino;1;3;P073;Otros recien nacidos pretermino
P073;Masculino;2;3;P073;Otros recien nacidos pretermino
P073;Masculino;3;1;P073;Otros recien nacidos pretermino
P073;Masculino;4;1;P073;Otros recien nacidos pretermino
P073;Masculino;7;2;P073;Otros recien nacidos pretermino
P073;Masculino;8;1;P073;Otros recien nacidos pretermino
P073;Masculino;9;1;P073;Otros recien nacidos pretermino
P073;Masculino;10;3;P073;Otros recien nacidos pretermino
P073;Masculino;12;2;P073;Otros recien nacidos pretermino
P073;Femenino;1;1;P073;Otros recien nacidos pretermino
P073;Femenino;3;1;P073;Otros recien nacidos pretermino
P073;Femenino;4;3;P073;Otros recien nacidos pretermino
P073;Femenino;8;2;P073;Otros recien nacidos pretermino
P073;Femenino;9;1;P073;Otros recien nacidos pretermino
P073;Femenino;10;1;P073;Otros recien nacidos pretermino
P073;Femenino;12;2;P073;Otros recien nacidos pretermino
P102;Masculino;5;1;P102;Hemorragia intraventricular debida a traumatismo del nacimiento
P131;Femenino;12;1;P131;Otros traumatismos del craneo durante el nacimiento
P158;Masculino;8;1;P158;Otros traumatismos especificados, durante el nacimiento
P158;Masculino;10;1;P158;Otros traumatismos especificados, durante el nacimiento
P210;Masculino;1;3;P210;Asfixia del nacimiento, severa
P210;Masculino;2;3;P210;Asfixia del nacimiento, severa
P210;Masculino;3;3;P210;Asfixia del nacimiento, severa
P210;Masculino;4;2;P210;Asfixia del nacimiento, severa
P210;Masculino;5;6;P210;Asfixia del nacimiento, severa
P210;Masculino;6;2;P210;Asfixia del nacimiento, severa
P210;Masculino;7;1;P210;Asfixia del nacimiento, severa
P210;Masculino;8;4;P210;Asfixia del nacimiento, severa
P210;Masculino;9;9;P210;Asfixia del nacimiento, severa
P210;Masculino;10;3;P210;Asfixia del nacimiento, severa
P210;Masculino;11;1;P210;Asfixia del nacimiento, severa
P210;Masculino;12;4;P210;Asfixia del nacimiento, severa
P210;Femenino;1;2;P210;Asfixia del nacimiento, severa
P210;Femenino;2;4;P210;Asfixia del nacimiento, severa
P210;Femenino;4;2;P210;Asfixia del nacimiento, severa
P210;Femenino;5;1;P210;Asfixia del nacimiento, severa
P210;Femenino;6;4;P210;Asfixia del nacimiento, severa
P210;Femenino;7;2;P210;Asfixia del nacimiento, severa
P210;Femenino;8;2;P210;Asfixia del nacimiento, severa
P210;Femenino;9;2;P210;Asfixia del nacimiento, severa
P210;Femenino;10;2;P210;Asfixia del nacimiento, severa
P210;Femenino;11;3;P210;Asfixia del nacimiento, severa
P210;Femenino;12;3;P210;Asfixia del nacimiento, severa
P219;Masculino;1;13;P219;Asfixia del nacimiento, no especificada
P219;Masculino;2;11;P219;Asfixia del nacimiento, no especificada
P219;Masculino;3;18;P219;Asfixia del nacimiento, no especificada
P219;Masculino;4;9;P219;Asfixia del nacimiento, no especificada
P219;Masculino;5;15;P219;Asfixia del nacimiento, no especificada
P219;Masculino;6;12;P219;Asfixia del nacimiento, no especificada
P219;Masculino;7;7;P219;Asfixia del nacimiento, no especificada
P219;Masculino;8;4;P219;Asfixia del nacimiento, no especificada
P219;Masculino;9;8;P219;Asfixia del nacimiento, no especificada
P219;Masculino;10;10;P219;Asfixia del nacimiento, no especificada
P219;Masculino;11;5;P219;Asfixia del nacimiento, no especificada
P219;Masculino;12;8;P219;Asfixia del nacimiento, no especificada
P219;Femenino;1;9;P219;Asfixia del nacimiento, no especificada
P219;Femenino;2;8;P219;Asfixia del nacimiento, no especificada
